años_experiencia,experiencia,modalidad,formación_académica,sector,tipo_de_empleo,beneficios,Ciudad,Salario_medio,Rango_Salarial,Titulo_Habilidades
,,,Ninguna,Internet,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física e industrial, gestión de EPIs y fichas de seguridad, coordinación de actividades empresariales, emergencias y recursos preventivos"
0.0,intern,,Ninguna,Servicios,,,Vigo,14560.0,<15.000,"Se busca canguro para cuidado de niños en Vigo puntualidad, atención a bebés"
,,,Ninguna,Construcción,,,Barcelona,80000.0,65.000-80.000,"Jefe de obra Coordinación, supervisión, liderazgo, trabajo en equipo, conocimientos técnicos en construcción"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
3.0,senior,,Ninguna,Finanzas y seguros,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader Análisis de datos, gestión de riesgos financieros, liderazgo de equipos, conocimientos en contabilidad y finanzas"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
3.0,senior,,Grado Universitario,Construcción,,,Pontevedra,53500.0,40.000-65.000,"Jefe de Obra Liderazgo, organización y planificación, control técnico y económico, supervisión de obra, certificaciones, petición de ofertas a proveedores, estudios comparativos de precios, mediciones, estudio de proyectos"
3.0,senior,,Ninguna,Finanzas y seguros,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader gestión de tesorería, análisis financiero, gestión de riesgos financieros, liderazgo de equipos, conocimientos legales en finanzas"
2.0,junior,,Grado Universitario,Construcción,,,Valencia,25500.0,22.000-30.000,"Ingeniero/a eléctrico - Valencia Diseño de instalaciones eléctricas, cálculo de proyectos eléctricos, elaboración de planos y memorias técnicas, dirección técnica de obra, supervisión de instalaciones, coordinación interdepartamental, preparación de documentación para licitaciones y legalizaciones"
3.0,senior,,Ninguna,Servicios,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader gestión de tesorería, análisis financiero, gestión de riesgos financieros, liderazgo de equipos, conocimientos legales en finanzas"
,,,Ninguna,Internet,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física e industrial, gestión de EPIs y fichas de seguridad, coordinación de actividades empresariales, emergencias y recursos preventivos"
,,,Grado Universitario,Tecnología y telecomunicaciones,,,Barcelona,80000.0,65.000-80.000,"Head of AdTech EMEA Análisis de datos, marketing digital, Google Cloud, Google Marketing Platform, liderazgo, trabajo en equipo, comunicación"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
,,,Ninguna,Tecnología y telecomunicaciones,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física, industrial y documental, gestión de EPIs, fichas de seguridad, coordinación de actividades empresariales, emergencias, recursos preventivos"
,senior,,Ninguna,Tecnología y telecomunicaciones,,,Málaga,80000.0,65.000-80.000,"Azure Solutions Architect Azure, Microsoft Azure, diseño de arquitectura, implementación de soluciones, optimización, gobernanza a largo plazo"
,,,Ninguna,Internet,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física e industrial, gestión de EPIs y fichas de seguridad, coordinación de actividades empresariales, emergencias y recursos preventivos"
,,,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,San Sebastián,100000.0,80.000-100.000,"Director general de hotel Vocación hotelera, pasión por el turismo familiar, liderazgo de equipos, gestión operativa, supervisión del servicio al cliente, experiencia en hoteles todo incluido"
,,,Ninguna,Tecnología y telecomunicaciones,,,Santander,80000.0,65.000-80.000,"Vp Delivery, Digital null"
0.0,intern,,Ninguna,Transporte y Logística,,,,100000.0,80.000-100.000,"Pilotos de nuevo ingreso – Base Madrid, ATPL MCC Licencia ATPL(A) congelada, 500 horas de vuelo, certificado médico de clase 1, certificaciones lingüísticas en inglés y español"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Cloud Technical Project Manager Trabajo en equipo, liderazgo, experiencia en consultoría, conocimientos en tecnología y transformación digital"
8.0,senior,,Ninguna,Deportes y recreación,,,Madrid,80000.0,65.000-80.000,"Global Marketing Leader — Growth, Brand & Club Access Liderazgo, estrategia de marketing, comunicación en español e inglés"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Coordinador/a de Recursos Humanos (selección y formac gestión de procesos de selección, diseño de programas de formación, desarrollo del talento humano"
,,,Ninguna,Transporte y Logística,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
,,,Ninguna,Servicios,,,,198.0,<15.000,"Soldador TIG desarrollo profesional, colaboración a largo plazo, apoyo de consultores, seguro para el empleado y su familia, derecho a vacaciones"
8.0,senior,,Ninguna,Deportes y recreación,,,Madrid,80000.0,65.000-80.000,"Global Marketing Leader — Growth, Brand & Club Access Liderazgo, estrategia de marketing, comunicación en español e inglés"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y almacenamiento, seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
2.0,junior,,Ninguna,Internet,,,Zaragoza,40000.0,30.000-40.000,"Programador/a PLC programación PLC, plataforma Siemens, Rockwell, Schneider, Omron"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Coordinador/a de Recursos Humanos (selección y formac gestión de procesos de selección, diseño de programas de formación, desarrollo del talento humano"
,,,FP Superior,Economía y política,,,Zaragoza,80000.0,65.000-80.000,"Director de Tiempo Libre Control de medicación, enfermería, vigilancia del bienestar"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
,,,Ninguna,Transporte y Logística,,,Madrid,80000.0,65.000-80.000,"Coordinador/a de Recursos Humanos (selección y formac gestión de procesos de selección, diseño de programas de formación, desarrollo del talento humano"
0.0,intern,,Ninguna,Internet,,,Zaragoza,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Tecnología y telecomunicaciones,,,,75.0,<15.000,"Fullstack Engineer - Senior Análisis de datos, integración de sistemas, inteligencia artificial, gestión de flotas"
,,,Ninguna,Transporte y Logística,,,Lugo,50000.0,40.000-65.000,"Empleado de almacén en GXO en los Países Bajos | Servicios de logística trabajo en equipo, manejo de productos diversos"
0.0,intern,,ESO,Servicios,Media jornada,,Vigo,24457.5,22.000-30.000,"Asesora educativa Conocimientos Básicos de Ofimática, Sonrisa Telefónica, Actitud y motivación"
,,,Ninguna,Transporte y Logística,Jornada completa,,Madrid,80000.0,65.000-80.000,"Regional Talent Acquisition Lead Liderazgo, gestión de equipos, experiencia en reclutamiento y selección, conocimiento de mercado laboral, habilidades de comunicación y negociación"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y sistemas de almacenamiento, supervisión de seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Tecnología y telecomunicaciones,,,,75.0,<15.000,"Fullstack Engineer - Senior Análisis de datos, integración de sistemas, inteligencia artificial, gestión de flotas, reducción de costos operativos"
,,,Ninguna,Servicios,,,Madrid,16640.0,15.000-22.000,Se busca canguro para cuidado de niños en Pozuelo de Alarcón Habla nativa inglesa
10.0,senior,,Ninguna,Tecnología y telecomunicaciones,,,Zaragoza,80000.0,65.000-80.000,"Aftersales & Service Strategy Lead leadership, strategic thinking, expertise in supply chain management"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,80000.0,65.000-80.000,"Site Manager Coordinación, supervisión, instalación eléctrica, seguridad laboral, trabajo en equipo, comunicación con clientes"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
0.0,intern,,Ninguna,Transporte y Logística,,,,100000.0,80.000-100.000,"Pilotos de nuevo ingreso – Base Madrid, ATPL MCC Licencia ATPL(A) congelada, 500 horas de vuelo, certificado médico de clase 1, certificaciones lingüísticas en inglés y español"
0.0,intern,,Ninguna,Transporte y Logística,,,,100000.0,80.000-100.000,"Pilotos de nuevo ingreso – Base Madrid, ATPL MCC Licencia ATPL(A) congelada, 500 horas de vuelo, certificado médico de clase 1, certificaciones lingüísticas en inglés y español"
,,,Ninguna,Servicios,Media jornada,,Toledo,18720.0,15.000-22.000,"Se busca canguro para cuidado de niños en Toledo trabajo en equipo, paciencia, habilidades de comunicación"
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,80000.0,65.000-80.000,"Head of AdTech EMEA Análisis de datos, marketing digital, gestión de proyectos, liderazgo, experiencia en Google Cloud y Google Marketing Platform"
,,,Ninguna,Tecnología y telecomunicaciones,,,,20.0,<15.000,"Support Consultant - Betting App - Work In Greece Atención al cliente, comunicación en holandés, soporte al usuario"
5.0,senior,,Ninguna,Construcción,,,Pontevedra,80000.0,65.000-80.000,"Director Comercial: Lidera el crecimiento y clientes habilidades de liderazgo, gestión de relaciones con clientes, control de rentabilidad de proyectos, experiencia en el sector de la madera"
,,,Ninguna,Servicios,Temporal,,Jerez de la Frontera,16640.0,15.000-22.000,"Se busca canguro para cuidado de niños en Jaca cuidado infantil, paciencia, habilidades de comunicación"
,,,Ninguna,Deportes y recreación,,,,80000.0,65.000-80.000,"Responsable de Turno 40hrs/sem Mazarrón Preparación de inventarios, realización de pedidos de mercancías, optimización de procesos operativos, contabilización de mermas, control periódico"
,senior,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Arquitecto/a Sistemas Big Data Hadoop, Spark, Kafka, diseño de arquitecturas de datos, evaluación y selección de herramientas Big Data"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,80000.0,65.000-80.000,"Head of AdTech EMEA Análisis de datos, marketing digital, Google Cloud, Google Marketing Platform, liderazgo de equipos, trabajo en equipo, comunicación efectiva"
1.0,junior,,Ninguna,Productos químicos y recursos,,,Valencia,23500.0,22.000-30.000,OFICIAL DE PRIMERA DE MANTENIMIENTO INDUSTRIAL Mantenimiento de entornos industriales de alimentación
,,,Ninguna,Tecnología y telecomunicaciones,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física, industrial y documental, gestión de EPIs, fichas de seguridad, coordinación de actividades empresariales, equipo de emergencias, recurso preventivo"
,,,Ninguna,Transporte y Logística,,,Valencia,13800.0,<15.000,"Operario general lijado, pintado con pistola aerográfica"
,,,Ninguna,Servicios,Jornada completa,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
0.0,intern,,Ninguna,Energía y medio ambiente,,,Valencia,4850.0,<15.000,INSTALADOR PLACAS SOLARES Conocimientos básicos de electricidad
,,,Ninguna,Medios de comunicación,,,Sevilla,100000.0,80.000-100.000,"Director de Mantenimiento Ingeniería, gestión de recursos, sostenibilidad, desarrollo profesional"
,,,Ninguna,Agricultura,,,Madrid,80000.0,65.000-80.000,"Senior Thermal Engineer, Spacecraft Systems Herramientas de análisis térmico, sistemas espaciales, colaboración, proactividad"
,,,Ninguna,Construcción,,,Madrid,45000.0,40.000-65.000,"Prescriptor Sector Construcción Identificar y desarrollar oportunidades de prescripción en obra civil, naves industriales, cubiertas, fachadas y otras aplicaciones de panel sandwich, mantener y fortalecer relaciones con prescriptores"
0.0,intern,,Ninguna,Tecnología y telecomunicaciones,Temporal,,Madrid,117500.0,>100.000,"CASTING PARA VIDEO PROMOCIONAL EN RRSS Habilidades de comunicación, habilidades para la grabación de videos"
,,,FP Superior,Transporte y Logística,,,Zaragoza,80000.0,65.000-80.000,"Director de Tiempo Libre Control de medicación, enfermería, vigilancia del bienestar"
0.0,intern,,Ninguna,Internet,,,Logroño,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
3.0,senior,,Ninguna,Finanzas y seguros,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader Análisis de datos, gestión de riesgos financieros, liderazgo de equipos, conocimientos en contabilidad y finanzas"
,,,Ninguna,Transporte y Logística,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física e industrial, gestión de EPIs y fichas de seguridad, coordinación de actividades empresariales, emergencias y recursos preventivos"
,,,Ninguna,Servicios,,,,198.0,<15.000,"Soldador TIG desarrollo profesional, colaboración a largo plazo, apoyo de consultores, seguro para el empleado y su familia, derecho a vacaciones"
,,,Grado Universitario,Deportes y recreación,,,Madrid,32500.0,30.000-40.000,"Abogado/a Derecho Público - Despacho de Abogados asesoramiento en cuestiones de derecho público, contratación en el sector público, procedimientos administrativos, contratación pública, dirección letrada de procesos judiciales, normativa sectorial, concesiones, autorizaciones, control de subvenciones públicas"
,,,Ninguna,Tecnología y telecomunicaciones,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física, industrial y documental, gestión de EPIs, fichas de seguridad, coordinación de actividades empresariales, emergencias, recursos preventivos"
,,,Ninguna,Servicios,,,Barcelona,21250.0,15.000-22.000,"Recepcionista compromiso, pasión por la hospitalidad, habilidades de comunicación, habilidades de recepción, atención al cliente"
2.0,junior,,Grado Universitario,Construcción,,,Valencia,25500.0,22.000-30.000,"Ingeniero/a eléctrico - Valencia Diseño de instalaciones eléctricas, cálculo y desarrollo de proyectos eléctricos, elaboración de planos, memorias técnicas y presupuestos, dirección técnica de obra, supervisión de instalaciones, coordinación con otros departamentos, preparación de documentación para licitaciones o legalizaciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Coordinador/a de Recursos Humanos (selección y formac gestión de procesos de selección, diseño de programas de formación, desarrollo del talento humano"
2.0,junior,,Ninguna,"Salud, Farmacia y Tecnología Médica",Media jornada,,Alicante,80000.0,65.000-80.000,"Dentista General Endodoncia unirradicular, endodoncia birradicular"
,,,Ninguna,Servicios,,,,178.0,<15.000,"Pintor industrial desarrollo profesional, colaboración a largo plazo, apoyo de consultores"
0.0,intern,,Ninguna,Transporte y Logística,Temporal,,Madrid,117500.0,>100.000,"CASTING PARA VIDEO PROMOCIONAL EN RRSS Habilidades de comunicación, habilidades para la grabación de videos"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
,,,Ninguna,Servicios,Temporal,,,210.0,<15.000,"Tejador especializado en la colocación de tejas de pizarra - Contrato A1 trabajo en equipo, habilidades de comunicación, adaptabilidad"
8.0,senior,,Ninguna,Deportes y recreación,,,Madrid,80000.0,65.000-80.000,"Global Marketing Leader — Growth, Brand & Club Access Liderazgo, estrategia de marketing, comunicación en español e inglés, construcción de equipos, ejecución de estrategias globales de marketing"
,,,Ninguna,Servicios,,,,178.0,<15.000,"Pintor industrial desarrollo profesional, colaboración a largo plazo, apoyo de consultores"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
,,Remoto,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Software Engineer Manager | Java & AWS | 100% Remote Java, AWS"
10.0,senior,,Ninguna,Tecnología y telecomunicaciones,,,Zaragoza,80000.0,65.000-80.000,"Aftersales & Service Strategy Lead leadership, strategic thinking, expertise in supply chain management"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
3.0,senior,Hibrido,Ninguna,Tecnología y telecomunicaciones,Jornada completa,,Madrid,80000.0,65.000-80.000,"Global S/4HANA Data Migration Lead - Hybrid Work SAP S/4HANA, data migration, data governance"
,senior,,Grado Universitario,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Data Enterprise Architect – Europe, Barcelona Análisis, liderazgo, diseño de arquitectura empresarial"
5.0,senior,,Grado Universitario,Internet,,,Madrid,117500.0,>100.000,"Líder de Proyectos Ferroviarios - Infraestructura Ferroviaria Ingeniería de Caminos, Canales y Puertos, seguimiento de proyectos, licitación, aprobación definitiva de proyectos"
0.0,intern,,Ninguna,Internet,,,Huesca,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,senior,Remoto,Ninguna,Transporte y Logística,,,Barcelona,100000.0,80.000-100.000,"Senior Product Manager — Remote, Data-Driven Innovator software product management, cross-functional collaboration, product lifecycle management, excellent communication, analytical skills"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
3.0,senior,,Ninguna,Servicios,,,Madrid,100000.0,80.000-100.000,"Head of Treasury | Strategic Cash & Risk Leader Liquidez, gestión financiera, análisis de riesgos, cumplimiento legal, liderazgo de equipos"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Comercio minorista y comercio,,,Bilbao,32500.0,30.000-40.000,"Inside Sales Atención al cliente - Industria Gestión de clientes, atención al cliente, preparación de presupuestos, coordinación interdepartamental, elaboración de informes técnicos, gestión de reclamaciones y devoluciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y almacenamiento, seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
0.0,intern,,Ninguna,Internet,,,Huesca,65000.0,40.000-65.000,"Agente inmobiliario independiente Formación inmobiliaria, trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Deportes y recreación,,,Girona,31000.0,30.000-40.000,"Comercial Captar, gestionar y fidelizar clientes B2B, planificar y ejecutar visitas comerciales diarias, negociar condiciones comerciales, trabajar en entornos B2B, experiencia en sector de distribución alimentaria"
,,,Ninguna,Servicios,,,Madrid,18720.0,15.000-22.000,"Se busca canguro para cuidado de niños en Madrid paciente, amable"
,,,Ninguna,Comercio electrónico,,,,40000.0,30.000-40.000,"Sales Engineer con dominio Idioma Alemán Gestión de clientes, desarrollo de relaciones comerciales, identificación de oportunidades de negocio, colaboración con equipos técnicos, preparación y presentación de ofertas comerciales, análisis de mercado, seguimiento de competencia, participación en ferias y eventos, coordinación interdepartamental"
,,,Ninguna,Servicios,,,,178.0,<15.000,"Pintor industrial desarrollo profesional, colaboración a largo plazo, apoyo de consultores"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
,,,FP Superior,Economía y política,,,Zaragoza,80000.0,65.000-80.000,"Director de Tiempo Libre Control de medicación, enfermería, vigilancia del bienestar"
5.0,senior,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Senior Solution Architect – AdTech & Data Platforms OpenRTB, programmatic ecosystems, troubleshooting, technical integrations, account management"
,senior,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,100000.0,80.000-100.000,"Head of Information Security | Jefe de Seguridad de la Información Seguridad de la información, ciberseguridad, liderazgo, estrategia, implementación operativa"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y sistemas de almacenamiento, supervisión de seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Economía y política,,,Madrid,9834.0,<15.000,"Commercial sédentaire en stage F/H Conocimiento de e-learning, producción de formaciones en línea, habilidades de comunicación, trabajo en equipo"
,,,Ninguna,Tecnología y telecomunicaciones,,,Madrid,80000.0,65.000-80.000,"Coordinador/a de Recursos Humanos (selección y formac gestión de procesos de selección, diseño de programas de formación, desarrollo del talento humano"
,,,Ninguna,"Salud, Farmacia y Tecnología Médica",,,Tarragona,100000.0,80.000-100.000,"MÉDICO/A DEL SERVICIO DE URGENCIAS – HOSPITAL DEL VENDRELL Médico de Urgencias, alta capacidad"
2.0,junior,,Grado Universitario,Construcción,,,Valencia,25500.0,22.000-30.000,"Ingeniero/a eléctrico - Valencia Diseño de instalaciones eléctricas, cálculo de proyectos eléctricos, elaboración de planos y memorias técnicas, dirección técnica de obra, supervisión de instalaciones, coordinación con otros departamentos, preparación de documentación para licitaciones o legalizaciones"
3.0,senior,,Grado Universitario,Construcción,,,Pontevedra,53500.0,40.000-65.000,"Jefe de Obra Liderazgo, organización y planificación, control técnico y económico, supervisión de obra, certificaciones, petición de ofertas a proveedores, estudios comparativos de precios, mediciones, estudio de proyectos"
,,,Ninguna,Transporte y Logística,Temporal,,,192.0,<15.000,Operador CNC de torno 
2.0,junior,,Grado Universitario,Construcción,,,Valencia,25500.0,22.000-30.000,"Ingeniero/a eléctrico - Valencia Diseño de instalaciones eléctricas, cálculo de proyectos eléctricos, elaboración de planos y memorias técnicas, dirección técnica de obra, supervisión de instalaciones, coordinación interdepartamental, preparación de documentación para licitaciones y legalizaciones"
,,,Ninguna,Tecnología y telecomunicaciones,,,Barcelona,100000.0,80.000-100.000,"Head of Solution Engineering Liderazgo, mentoría, desarrollo de equipos, liderazgo técnico, experiencia en pre-venta, arquitectura de soluciones"
10.0,senior,,Ninguna,Tecnología y telecomunicaciones,,,Zaragoza,80000.0,65.000-80.000,"Aftersales & Service Strategy Lead leadership, strategic thinking, expertise in supply chain management"
10.0,senior,,Ninguna,Energía y medio ambiente,,,Madrid,80000.0,65.000-80.000,"Senior Renewable Energy Tech Lead Gestión de proyectos, optimización de procesos, colaboración interdepartamental, experiencia en energía renovable, liderazgo técnico"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
0.0,intern,,Ninguna,Transporte y Logística,,,,100000.0,80.000-100.000,"Pilotos de nuevo ingreso – Base Madrid, ATPL MCC Licencia ATPL(A) congelada, 500 horas de vuelo, certificado médico de clase 1, certificaciones lingüísticas en inglés y español"
,,,Ninguna,Servicios,,,,16800.0,15.000-22.000,"Montador barandillas en cubiertas de edificios carnet de conducir, manejo de herramientas, disposición para viajar en la Península, experiencia en construcción, soldadura"
,,,Ninguna,Servicios,,,,31200.0,30.000-40.000,"Montador de techos desarrollo profesional, colaboración a largo plazo"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y sistemas de almacenamiento, supervisión de seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Servicios,Jornada completa,,,191.0,<15.000,"Operador de máquinas trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de productos, estrategia de producto, ciclo de vida del producto"
,,,Ninguna,Tecnología y telecomunicaciones,,,,31500.0,30.000-40.000,"Técnico de Infraestructuras IT Gestión de infraestructura IT, administración de servidores, redes y sistemas de almacenamiento, supervisión de seguridad de sistemas informáticos, actualizaciones de software y hardware, soporte técnico avanzado"
,,,Ninguna,Deportes y recreación,,,Alicante,50000.0,40.000-65.000,"Oferta de Trabajo Logístico en Centro Vetipak  – Países Bajos Clasificación de cajas/paquetes, Etiquetado de cajas/paquetes, Levantamiento de cajas/paquetes de diferentes pesos"
,,,Ninguna,Internet,,,Madrid,137500.0,>100.000,"Director de producto y desarrollo creación, mejora y evolución de soluciones técnicas, gestión de ciclo de vida del producto"
,,,Ninguna,Transporte y Logística,,,Lugo,50000.0,40.000-65.000,"Empleado de almacén en GXO en los Países Bajos | Servicios de logística trabajo en equipo, manejo de productos diversos"
,,,Ninguna,Tecnología y telecomunicaciones,,,,47500.0,40.000-65.000,"Jefe/a de Mantenimiento Mantenimiento preventivo y correctivo, cumplimiento de normativas de seguridad, investigación de incidentes laborales, gestión de riesgos, análisis de riesgos, mejora de procesos, supervisión de seguridad física, industrial y documental, gestión de EPIs, fichas de seguridad, coordinación de actividades empresariales, equipo de emergencias, recurso preventivo"
,,,Ninguna,Servicios,,,,192.0,<15.000,"Hidráulico trabajo en equipo, habilidades de comunicación"
,,,Ninguna,Tecnología y telecomunicaciones,,,Málaga,80000.0,65.000-80.000,"Azure Solutions Architect Azure, Microsoft Azure, Arquitectura en la nube, diseño de soluciones, optimización, gobernanza a largo plazo"
,,Remoto,Ninguna,"Salud, Farmacia y Tecnología Médica",Contrato por obra,,,80000.0,65.000-80.000,"Registered Nurse - AI Trainer Project Ninguna habilidad específica mencionada, pero se requiere experiencia en enfermería y conocimientos en IA y datos médicos"
,,,Ninguna,Internet,,,Guadalajara,65000.0,40.000-65.000,Agente inmobiliario independiente Formación inmobiliaria
,,,Ninguna,Servicios,Temporal,,Jerez de la Frontera,16640.0,15.000-22.000,"Se busca canguro para cuidado de niños en Jaca cuidado infantil, atención a niños"
,,,Ninguna,Servicios,Temporal,,Jerez de la Frontera,16640.0,15.000-22.000,"Se busca canguro para cuidado de niños en Jaca cuidado infantil, atención a niños"
